,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
ab6e779b-d387-46fe-be63-74bb6c2a1d08.png,104.0,185.0,8020924966.0,2.3189217554888026,46.0,2.2371361728497408,231.0,25.290273711801206,142.61482548899107,140.0,73.0,158.0,19.171926291376327,145.76284834765858,0.20110714918749972,8020924966.0,0.21908231805026523,907.8195091671342,19.229417428683067,83.06507254704484,2.544766573345758,6.027598470642761,0.09214870886946662,0.9698722747810785,0.09213538561916636,0.44176380732587794,0.08344504772911443,0.9539345277321335,0.9539336395154469,0.9985823456417146,0.9897628829673182,-0.7760824467730094,0.985991314925732,0.09212372777515364,4.212546262781958,0.18261010533324637,2.8306110528266215,0.9729296324599904,0.2478757788286955,8.425092525563915,2.738372460616105,1.529936794878057,3.885392460355957,194242.714080612,0.5145338799312658,2.0029827800505817,82706.20405179173,1.542927332998949,19.359988556655154,69.715315009854,1348.186759626184,5.278482203546599,0.07608077487521954,0.018816266554276807,0.3647755207937647,0.0014712464979830557,7653.246094316351,0.2106995282390642,1.7169179348480288,19.472175621864515,280.8272626917107,5652.502101532847,20.309948991926696,0.07862872984659694,7.044297824285245,2451.9911161728464,0.06569019099226528,0.0964062069550107,163.88555863675526,0.1986493621340965,3.905213772020458,0.01625023193701075,296.0921409214092,0.20060443151856994,2.0223503793303514,18.491869918699187,6390347.130081301,120555948.68157181,402727.5284606154,0.0937440631740501,187.78861788617886,0.12722806089849517,0.34593922220626433,6.405827902537843,0.03260116345702735,6.484327580872671,0.003909809489499672,6324930.40367653,228.94037939466753,0.00013285059900834613,2.478575133441684,0.0050469582264624805,0.003179445156148657
c4e96c53-34f7-4607-bab4-45e982079b2b.png,60.0,121.0,578831641.0,2.0615479189983903,29.0,4.195154611021962,202.0,19.249343496737595,92.74602338060559,96.0,0.0,202.0,12.531595490092572,96.14649819542109,-0.8130153838744587,578831641.0,0.2908984331239391,642.324262326271,18.850326447006303,72.15546553631083,-6.773098291337982,4.357075156752163,0.12670730469367075,0.9434605673950939,0.1259331217941655,0.5464274980761777,0.11049341870008239,0.9371624695861682,0.9371108573928678,0.9984554554086708,0.9874137258469425,-0.6919115879164641,0.9700321884416216,0.12525571175709838,4.21814340560036,0.22658474820592048,2.6835952575705497,0.9805064041994663,0.32450922153300826,8.43628681120072,2.5543038598965757,1.1209456153614585,4.012689915142664,23956.243004982753,0.3825898014083102,2.722193577800986,18214.896288488566,1.1345747688992949,18.943848217707934,64.73505174396321,1204.804746390699,5.826834571409865,0.08594733109840452,0.022632833096441686,0.45286551016440724,0.0017382115629303399,2521.0622324045507,0.28609905449167755,1.0624952077078216,20.36682336104603,129.36250276279105,2344.51979796342,13.474923220688403,0.06944759821882991,6.076292607680627,852.9828142827964,0.09463058817628411,0.14064695924364382,75.06295760274604,0.25473787057280023,5.642366498420076,0.015371725365999562,103.55066079295155,0.22808515593161133,1.50663218770013,22.27533039647577,1123304.04845815,25130571.98678414,59181.25688713736,0.06352136998134218,45.480176211453745,0.10017659958469988,0.3081551014787964,6.92965258486895,0.018417711827207212,6.474119198728417,0.007250542992206465,1104281.9276329833,43.3880860723348,0.0004487033968198341,4.474385780798059,0.0038248085770245252,0.01991944540042223
b47eb868-a03a-48d2-91ad-ba8112b7015c.png,65.0,119.0,1430330838.0,1.8015982410491003,29.0,2.6220599699013025,158.0,16.404377372641292,90.82226042322405,89.0,36.0,122.0,11.969947269629591,93.04707262239323,0.2113040284225384,1430330838.0,0.3267007869825041,409.07473521298937,10.574073395104731,20.07400053263815,0.8544601610881006,2.7393127779779265,0.12860290486325227,0.9102904514884231,0.12856931212778624,0.5514153223270826,0.11172052034288596,0.9357209427253512,0.9357187032096534,0.9965243820012721,0.9816335552805925,-0.6410993220881994,0.948198996241961,0.1285399184842535,3.14982407664353,0.2563679847156781,2.440436594700072,0.9114688089442906,0.4062451632333623,6.29964815328706,2.311627305272859,0.7169789207102947,3.7487034790452083,62675.32414895162,0.3793722104798292,2.498430850992673,53973.58361580553,0.7228814878944438,10.693901021742288,65.1999661033364,686.7438017529417,8.484913196966518,0.13111962563018204,0.021555695011905192,0.24190601525884858,0.0029577167617140313,6496.609019100474,0.29083981276108184,0.8882536127138498,11.401736872048176,129.68223890416203,1337.1070991227039,16.58296909172858,0.13619786148418767,6.117061761892385,1906.8039158038466,0.08323752473055661,0.13519623747034043,71.14840830655469,0.21738212937936677,2.654487152654288,0.03180049499591876,239.6962962962963,0.22194101508916322,1.554608196159122,12.147222222222222,2916408.6203703703,28957660.516666666,313637.16229578183,0.18616975308641973,101.3462962962963,0.09383916323731138,0.2947722456466175,3.7792516365649926,0.04824829732257318,6.812858350639269,0.006537213694252094,2893008.686159122,318.8554795268462,0.00015452268203628718,1.9410392224703188,0.006127492183491157,0.002146112112089813
3da7cc6a-7864-4ab8-8842-297650b7db19.png,73.0,177.0,5817369447.0,2.6797087037641636,61.0,2.265609675705701,233.0,32.98418887208783,126.42463239725203,127.0,39.0,194.0,25.17234992687403,132.39536526541556,0.07380181316558468,5817369447.0,0.17032343644540648,1545.3450669825008,23.305148494651636,228.80999598953673,2.2545170734819644,9.994734770981053,0.10236281548765551,0.9797187763410432,0.10234615220734605,0.4746294258539972,0.09165353704322116,0.948829701109712,0.9488285902243578,0.998751687326145,0.9897655362636318,-0.7881860536210816,0.9925282402387575,0.10233157183707528,4.56421354619925,0.13872330223461907,3.240355219641481,0.980435734316502,0.18661624891123157,9.128427092398498,3.137890485768013,2.524274396617177,4.365055303888507,157082.75863565144,0.47331191586010435,2.157380660734194,56526.942087501506,2.5442100941961843,23.477537061588524,68.539809569724,1591.3598077618417,5.505188462245276,0.07989774500059109,0.01964376703354441,0.4738407157236921,0.0015822749716800037,5918.737075713671,0.16745432349338354,2.653724731195525,24.974419069446018,218.38691350618188,4897.073631511954,18.922950097087664,0.07778283778152306,7.246529289976096,2500.4231387940254,0.06897892323437106,0.10655734000241052,123.96779826993159,0.20502439078505766,5.403770782766641,0.01647264579668957,239.58459595959596,0.1512529014896439,3.254702565426997,25.476641414141415,4284954.622474748,95916106.52209596,296365.48706865974,0.09405869844196564,190.32070707070707,0.12015196153453729,0.33189998066386317,7.856117914751469,0.03159411201373211,6.858489723997028,0.004772809449198506,4241055.907420161,154.80997303093767,0.00017347511685401147,3.305068728681748,0.007203192168963416,0.004997356526516973
203b7f39-41eb-4b06-ae00-387fbfa45dd8.png,42.0,129.0,1734496462.0,2.380194482844134,38.0,2.8821347123755583,164.0,24.530459583053517,83.80926893191341,86.0,0.0,164.0,16.85616804577385,89.46088811846123,-0.02878532543610522,1734496462.0,0.22627516182648805,979.2569440420513,16.522897438629638,118.5245517453581,0.581246390102337,6.508268864571773,0.06336529241135362,0.9807112682923885,0.0633559545364986,0.3393344271260245,0.0592412873828028,0.9683235790442266,0.9683229565192363,0.9987327152941311,0.992080635375644,-0.8355404607688173,0.9904647994657728,0.06334778389600046,3.861562569593952,0.20028689766314714,2.7660978921611403,0.9840885490117839,0.339133844485455,7.723125139187905,2.7026748121032558,1.6429085392457816,3.6400712956923287,134556.13897860874,0.6208640435697419,1.6217649573804382,49039.2581716838,1.652361016239812,16.639052435355566,72.54535722854875,1195.9123216625756,8.60374633995333,0.1165400814817354,0.017215619689308657,0.29647392972957315,0.0018765085177579654,3406.8708227806064,0.21765019483037185,1.6533417536698443,18.01971959241297,596.0784383679298,9920.874180523011,71.81683953381304,0.09815679699611826,7.302378421041474,956.6073437389049,0.05957898623899605,0.07229817648253078,387.1945108792629,0.19375656553034107,3.7250586854905605,0.015809611478274224,132.39808917197453,0.21082498275792122,1.7756577345936955,20.10987261146497,7112107.579617835,117248652.83757962,549815.0420101968,0.07941176682987419,80.49044585987261,0.12816949977686723,0.3461602835653869,6.962698190053348,0.02445159989466904,6.145033879604065,0.002897694763847105,6993012.250760681,126.91410497383951,0.0003271246732409121,1.1644102165905634,0.004963470280304618,0.005805272761921386
c059ced8-e99a-4fff-a734-b01cae2491bb.png,33.0,129.0,2039630780.0,2.5363660390649514,49.0,3.7307285195058832,222.0,30.204026353908148,76.26243823722618,68.0,1.0,221.0,20.910301179000392,85.33282495479652,0.9770635402272048,2039630780.0,0.2065478069859701,1465.7315288792079,15.003237795490437,325.5458275880536,27.152185550650383,9.3588755443267,0.11509990015802203,0.9756867666008405,0.11509810340009204,0.5133149332566114,0.1015990054444671,0.942451247759609,0.942451127975747,0.9985963442277067,0.9884902059941538,-0.7582499969818784,0.989040737711738,0.1150965312369033,3.562621836604258,0.16712567917958498,3.139144811885781,0.9811482839722345,0.27304258755590843,7.125243673208515,3.0240317633655014,2.3684938611211805,4.3459597831130425,122421.00879673264,0.43705555363983606,2.5257439564480846,57854.86692799817,2.40086747151373,15.180782852083512,67.21097163910548,989.3169965441407,9.40725291361069,0.14097243827571565,0.02267303601393956,0.3736064315794266,0.003363013500781459,5874.345849682515,0.1756002545446922,2.996613959042437,17.477586477932277,201.5157190124611,2578.85021399565,29.53820861384292,0.14702716709273772,6.970914169405413,3207.1227527066585,0.09384875522671948,0.11966091166138292,127.21614595597379,0.27365337965361075,5.031074476066038,0.04285780982065663,334.6493383742911,0.1581518612354873,3.4550644383775073,17.369092627599244,3169965.579395085,33159757.08412098,417692.7317566797,0.18897756697284393,420.3185255198488,0.19863824457459772,0.44753036666946344,8.06232629634022,0.07696586213567613,6.135650470194491,0.007554336960557507,3152442.626446804,223.94158535244708,0.00016198768045647897,4.125161219129329,0.007668476768081209,0.006202571681180765
b87a9ec5-6c95-42ac-82d8-af66a712ff60.png,100.0,186.0,4470565328.0,2.378324236968317,50.0,2.1350229790920325,230.0,26.69779153461763,143.44183689230414,144.0,68.0,162.0,20.47700556036681,146.8965177959378,-0.002200701300992326,4470565328.0,0.20732590639289858,1003.0263695338858,19.618492642486263,94.40385311817467,0.007325416595006625,6.563251072198782,0.12970739003174866,0.9612268148995573,0.12957360176761096,0.5542826551791631,0.11251549160569504,0.9352354971602175,0.9352265779426083,0.9980046833048475,0.9856044196732003,-0.7203484151625897,0.9832918185301728,0.12945653703649046,4.243830185035204,0.1599158360111171,3.036052132183648,0.9632638089373263,0.2252912124176538,8.487660370070408,2.905633405058274,1.6732396155576328,4.32006564036559,79641.28675136116,0.38441367123296694,2.5266791522750873,42952.95198285516,1.6858674691660473,19.788966868749277,65.22342356257482,1279.209913310422,5.182994565259269,0.07892918959731632,0.021710605125475124,0.4407304029076262,0.0017296930041916581,5660.26484335422,0.20220503770131334,1.783475781819149,20.547827442386335,135.8099474980895,2687.1123163769325,10.94883943062826,0.07697194275799432,6.593952007936307,2470.9608990286747,0.08598712975851391,0.13523405220681933,76.7916713784094,0.22414039846882808,4.802935366064674,0.017483962729061685,224.984496124031,0.1744065861426597,2.396492999218797,21.0,2447606.234108527,44995666.44108527,177323.2426606813,0.09383816511100564,150.72403100775193,0.11684033411453638,0.33423821316367613,6.9509114023865255,0.032107093317105144,6.74087587205635,0.006226589952504151,2421813.376121627,163.16229218362227,0.00018404842955483105,3.383794050494886,0.007665627107935562,0.004243735038309306
9fd4b2e7-d443-417a-8436-b5921152ddd7.png,69.0,117.0,1205323976.0,1.6916247797626751,25.0,2.867703447033495,152.0,15.13885541277491,90.25396154063046,87.0,44.0,108.0,10.784186264229998,92.17556264211251,0.6008346529200228,1205323976.0,0.359757913885317,350.55677461240464,10.440779838015269,17.65919989371374,1.7433709799448978,2.472524221925382,0.09514238580362674,0.925886972952476,0.09508896661972943,0.4514571915713632,0.08586748390337144,0.9524644198874515,0.9524608586085249,0.9974288007317285,0.9864168158254654,-0.6984460683626255,0.9512373932863923,0.09504222483381927,3.1379026219818886,0.3014940574966464,2.198835346625695,0.939348780884631,0.4745410829252103,6.275805243963779,2.1034114548372456,0.6419166519322522,3.326426695911908,70370.84665595218,0.4960444274513067,2.18954325117742,51036.6966954266,0.6438694437306797,10.520477358596967,69.09046692607004,727.1654330908476,8.51210339362582,0.12441200531651597,0.02001031501021557,0.21143456565444202,0.0025898848178945695,4620.873284565789,0.3175276763932935,0.7590248534883506,10.50913710702565,292.4933445957346,3270.317740718194,33.462991608740026,0.1319590215454681,6.2750620493605656,1206.0122905959854,0.08040872425323806,0.10258768961822591,187.99059899313457,0.2379518822330967,2.612485404265136,0.03204569122906806,213.46233766233766,0.27722381514589306,1.0725265643447461,10.57012987012987,4271696.849350649,44444145.17532468,452166.21757395373,0.15202453102453103,102.65194805194805,0.1333142182492832,0.35099858280936524,3.735195619953424,0.053267886191118406,5.9074132020713845,0.005427733604015113,4237752.8545859335,211.7014558352929,0.0002240728077686407,1.490313701577459,0.004048680785507381,0.0033076219095208937
391ea361-3ebe-4930-9645-e14740e6d58b.png,77.0,155.0,1934041291.0,2.1272667230407305,30.0,3.0001877039897464,190.0,21.380323683053927,109.5970430391794,106.0,41.0,149.0,14.245752989362481,113.05965767398672,0.5839990567003875,1934041291.0,0.27492422836912406,770.9743504273233,16.375447868752644,78.87450520098068,6.639817550049265,5.064613486726291,0.08540251848498637,0.9668316433510162,0.08513209423010608,0.4196298602231283,0.07801048520111059,0.9574790235940935,0.9574609953104349,0.9982925619116321,0.9893622441136656,-0.772326639322584,0.9808809666365697,0.08489547300708583,3.8898123469269974,0.23481706893802512,2.6060168824006635,0.9768730032980516,0.371047975554069,7.779624693853997,2.519255832653714,1.2875040013028192,3.6467560002370982,81558.48296145508,0.5390371897732715,2.1438026569014013,41597.13544916195,1.29035134308951,16.48588933537778,70.31518003489663,1155.3894345159415,6.053499721184232,0.08637866866639499,0.020579794158925215,0.34939965950030577,0.0018090564980092114,3442.0535728458144,0.24492219534907683,1.3942928195453361,16.891063575053572,387.17084443788514,6835.905683113979,30.89374980275476,0.08852519133643089,6.699671628911181,1342.5493303630071,0.09325321249205512,0.09292550097816317,263.70764411044127,0.2789614278720705,4.9329402878258755,0.024869889513979115,213.1818181818182,0.21065397053539345,1.7949038416472682,18.272727272727273,3021632.567193676,45588310.35671937,243746.06870387547,0.0953152700474129,193.1324110671937,0.19084230342608072,0.4299088147648924,8.17487038215855,0.03951985920833692,5.6111376346857735,0.006688521123037064,2999279.3625505785,120.23104588611415,0.00030676389978620414,1.6620502875025565,0.0051489209135881986,0.0058530929203368465
b1cd1f20-1ea8-4520-8875-97fa8c83dd9f.png,50.0,126.0,2155424791.0,2.2049507438373923,42.0,2.1629707856097977,162.0,22.834523857090968,87.5033958703721,88.0,30.0,132.0,17.35961308722877,91.67119891622943,0.07160425316142996,2155424791.0,0.2343434904077834,746.7644218918504,10.355351348823982,60.66551168973747,0.3916328590045386,5.185957146643725,0.05659030526138393,0.9784072632631016,0.05658834242186176,0.3127660831056743,0.05331439283562604,0.9717061559289895,0.9717060250730213,0.9984705402476904,0.9919159861332969,-0.8379695668366743,0.9873822171178004,0.05658662493727987,3.0121428562215704,0.20971123611726544,2.5580921364044906,0.9800416861488985,0.2971341861521217,6.024285712443141,2.5014878459735925,1.310636862976277,3.355587669055172,170042.83293565392,0.6629660371465874,1.4426163051459362,60106.29316771155,1.3168545616551262,10.436671501200836,73.77641838994417,768.8375713483672,15.617488305712374,0.21268460686053323,0.016834865915394816,0.17599096184271243,0.0036858555504307214,3565.180917246268,0.22480942541707857,1.4446151477937819,10.588990413027199,765.3369509198518,8283.989266775136,149.38076570766486,0.22380429106936123,7.385588893577977,924.744046827968,0.057007410807637784,0.06188398677520976,483.82699190308745,0.20424335218262848,2.1884340358047587,0.04720705496315441,144.7803138373752,0.20653397123733977,1.7813313363220669,10.375178316690443,10517282.579172611,105103349.0256776,1594206.856673007,0.27128784276430495,128.26961483594866,0.18298090561476268,0.4236953037484195,4.24624504315712,0.11286992993354153,5.63680344018091,0.0027330713327719035,10383408.016149743,230.32539467434304,0.0002976228322207588,0.8022105552425083,0.004941389017816727,0.0037105410622095642
